EventName,EventAlias,EventType,Unit,Topic,Encoding,ScaleUnit,BriefDescription,PublicDescription
unc_m_wr_cas_rank1.bank12,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xb9,umask=0xc/",,WR_CAS Access to Rank 1; Bank 12. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 12
unc_m_wr_cas_rank1.bank13,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xb9,umask=0xd/",,WR_CAS Access to Rank 1; Bank 13. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 13
unc_m_wr_cas_rank1.bank14,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xb9,umask=0xe/",,WR_CAS Access to Rank 1; Bank 14. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 14
unc_m_wr_cas_rank1.bank15,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xb9,umask=0xf/",,WR_CAS Access to Rank 1; Bank 15. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 15
unc_m_wr_cas_rank1.bank2,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xb9,umask=0x2/",,WR_CAS Access to Rank 1; Bank 2. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 2
unc_m_wr_cas_rank1.bank3,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xb9,umask=0x3/",,WR_CAS Access to Rank 1; Bank 3. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 3
unc_m_wr_cas_rank1.bank4,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xb9,umask=0x4/",,WR_CAS Access to Rank 1; Bank 4. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 4
unc_m_wr_cas_rank1.bank5,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xb9,umask=0x5/",,WR_CAS Access to Rank 1; Bank 5. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 5
unc_m_wr_cas_rank1.bank6,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xb9,umask=0x6/",,WR_CAS Access to Rank 1; Bank 6. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 6
unc_m_wr_cas_rank1.bank7,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xb9,umask=0x7/",,WR_CAS Access to Rank 1; Bank 7. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 7
unc_m_wr_cas_rank1.bank8,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xb9,umask=0x8/",,WR_CAS Access to Rank 1; Bank 8. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 8
unc_m_wr_cas_rank1.bank9,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xb9,umask=0x9/",,WR_CAS Access to Rank 1; Bank 9. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 9
unc_m_wr_cas_rank1.bankg0,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xb9,umask=0x11/",,WR_CAS Access to Rank 1; Bank Group 0 (Banks 0-3). Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank Group 0 (Banks 0-3)
unc_m_wr_cas_rank1.bankg1,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xb9,umask=0x12/",,WR_CAS Access to Rank 1; Bank Group 1 (Banks 4-7). Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank Group 1 (Banks 4-7)
unc_m_wr_cas_rank1.bankg2,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xb9,umask=0x13/",,WR_CAS Access to Rank 1; Bank Group 2 (Banks 8-11). Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank Group 2 (Banks 8-11)
unc_m_wr_cas_rank1.bankg3,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xb9,umask=0x14/",,WR_CAS Access to Rank 1; Bank Group 3 (Banks 12-15). Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank Group 3 (Banks 12-15)
unc_m_wr_cas_rank4.allbanks,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbc,umask=0x10/",,WR_CAS Access to Rank 4; All Banks. Unit: uncore_imc ,WR_CAS Access to Rank 0 : All Banks
unc_m_wr_cas_rank4.bank0,,Kernel PMU event,uncore_imc,uncore memory,uncore_imc/event=0xbc/,,WR_CAS Access to Rank 4; Bank 0. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 0
unc_m_wr_cas_rank4.bank1,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbc,umask=0x1/",,WR_CAS Access to Rank 4; Bank 1. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 1
unc_m_wr_cas_rank4.bank10,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbc,umask=0xa/",,WR_CAS Access to Rank 4; Bank 10. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 10
unc_m_wr_cas_rank4.bank11,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbc,umask=0xb/",,WR_CAS Access to Rank 4; Bank 11. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 11
unc_m_wr_cas_rank4.bank12,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbc,umask=0xc/",,WR_CAS Access to Rank 4; Bank 12. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 12
unc_m_wr_cas_rank4.bank13,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbc,umask=0xd/",,WR_CAS Access to Rank 4; Bank 13. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 13
unc_m_wr_cas_rank4.bank14,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbc,umask=0xe/",,WR_CAS Access to Rank 4; Bank 14. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 14
unc_m_wr_cas_rank4.bank15,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbc,umask=0xf/",,WR_CAS Access to Rank 4; Bank 15. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 15
unc_m_wr_cas_rank4.bank2,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbc,umask=0x2/",,WR_CAS Access to Rank 4; Bank 2. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 2
unc_m_wr_cas_rank4.bank3,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbc,umask=0x3/",,WR_CAS Access to Rank 4; Bank 3. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 3
unc_m_wr_cas_rank4.bank4,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbc,umask=0x4/",,WR_CAS Access to Rank 4; Bank 4. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 4
unc_m_wr_cas_rank4.bank5,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbc,umask=0x5/",,WR_CAS Access to Rank 4; Bank 5. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 5
unc_m_wr_cas_rank4.bank6,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbc,umask=0x6/",,WR_CAS Access to Rank 4; Bank 6. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 6
unc_m_wr_cas_rank4.bank7,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbc,umask=0x7/",,WR_CAS Access to Rank 4; Bank 7. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 7
unc_m_wr_cas_rank4.bank8,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbc,umask=0x8/",,WR_CAS Access to Rank 4; Bank 8. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 8
unc_m_wr_cas_rank4.bank9,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbc,umask=0x9/",,WR_CAS Access to Rank 4; Bank 9. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 9
unc_m_wr_cas_rank4.bankg0,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbc,umask=0x11/",,WR_CAS Access to Rank 4; Bank Group 0 (Banks 0-3). Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank Group 0 (Banks 0-3)
unc_m_wr_cas_rank4.bankg1,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbc,umask=0x12/",,WR_CAS Access to Rank 4; Bank Group 1 (Banks 4-7). Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank Group 1 (Banks 4-7)
unc_m_wr_cas_rank4.bankg2,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbc,umask=0x13/",,WR_CAS Access to Rank 4; Bank Group 2 (Banks 8-11). Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank Group 2 (Banks 8-11)
unc_m_wr_cas_rank4.bankg3,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbc,umask=0x14/",,WR_CAS Access to Rank 4; Bank Group 3 (Banks 12-15). Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank Group 3 (Banks 12-15)
unc_m_wr_cas_rank5.allbanks,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbd,umask=0x10/",,WR_CAS Access to Rank 5; All Banks. Unit: uncore_imc ,WR_CAS Access to Rank 0 : All Banks
unc_m_wr_cas_rank5.bank0,,Kernel PMU event,uncore_imc,uncore memory,uncore_imc/event=0xbd/,,WR_CAS Access to Rank 5; Bank 0. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 0
unc_m_wr_cas_rank5.bank1,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbd,umask=0x1/",,WR_CAS Access to Rank 5; Bank 1. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 1
unc_m_wr_cas_rank5.bank10,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbd,umask=0xa/",,WR_CAS Access to Rank 5; Bank 10. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 10
unc_m_wr_cas_rank5.bank11,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbd,umask=0xb/",,WR_CAS Access to Rank 5; Bank 11. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 11
unc_m_wr_cas_rank5.bank12,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbd,umask=0xc/",,WR_CAS Access to Rank 5; Bank 12. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 12
unc_m_wr_cas_rank5.bank13,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbd,umask=0xd/",,WR_CAS Access to Rank 5; Bank 13. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 13
unc_m_wr_cas_rank5.bank14,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbd,umask=0xe/",,WR_CAS Access to Rank 5; Bank 14. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 14
unc_m_wr_cas_rank5.bank15,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbd,umask=0xf/",,WR_CAS Access to Rank 5; Bank 15. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 15
unc_m_wr_cas_rank5.bank2,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbd,umask=0x2/",,WR_CAS Access to Rank 5; Bank 2. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 2
unc_m_wr_cas_rank5.bank3,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbd,umask=0x3/",,WR_CAS Access to Rank 5; Bank 3. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 3
unc_m_wr_cas_rank5.bank4,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbd,umask=0x4/",,WR_CAS Access to Rank 5; Bank 4. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 4
unc_m_wr_cas_rank5.bank5,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbd,umask=0x5/",,WR_CAS Access to Rank 5; Bank 5. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 5
unc_m_wr_cas_rank5.bank6,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbd,umask=0x6/",,WR_CAS Access to Rank 5; Bank 6. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 6
unc_m_wr_cas_rank5.bank7,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbd,umask=0x7/",,WR_CAS Access to Rank 5; Bank 7. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 7
unc_m_wr_cas_rank5.bank8,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbd,umask=0x8/",,WR_CAS Access to Rank 5; Bank 8. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 8
unc_m_wr_cas_rank5.bank9,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbd,umask=0x9/",,WR_CAS Access to Rank 5; Bank 9. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 9
unc_m_wr_cas_rank5.bankg0,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbd,umask=0x11/",,WR_CAS Access to Rank 5; Bank Group 0 (Banks 0-3). Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank Group 0 (Banks 0-3)
unc_m_wr_cas_rank5.bankg1,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbd,umask=0x12/",,WR_CAS Access to Rank 5; Bank Group 1 (Banks 4-7). Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank Group 1 (Banks 4-7)
unc_m_wr_cas_rank5.bankg2,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbd,umask=0x13/",,WR_CAS Access to Rank 5; Bank Group 2 (Banks 8-11). Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank Group 2 (Banks 8-11)
unc_m_wr_cas_rank5.bankg3,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbd,umask=0x14/",,WR_CAS Access to Rank 5; Bank Group 3 (Banks 12-15). Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank Group 3 (Banks 12-15)
unc_m_wr_cas_rank6.allbanks,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbe,umask=0x10/",,WR_CAS Access to Rank 6; All Banks. Unit: uncore_imc ,WR_CAS Access to Rank 0 : All Banks
unc_m_wr_cas_rank6.bank0,,Kernel PMU event,uncore_imc,uncore memory,uncore_imc/event=0xbe/,,WR_CAS Access to Rank 6; Bank 0. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 0
unc_m_wr_cas_rank6.bank1,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbe,umask=0x1/",,WR_CAS Access to Rank 6; Bank 1. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 1
unc_m_wr_cas_rank6.bank10,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbe,umask=0xa/",,WR_CAS Access to Rank 6; Bank 10. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 10
unc_m_wr_cas_rank6.bank11,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbe,umask=0xb/",,WR_CAS Access to Rank 6; Bank 11. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 11
unc_m_wr_cas_rank6.bank12,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbe,umask=0xc/",,WR_CAS Access to Rank 6; Bank 12. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 12
unc_m_wr_cas_rank6.bank13,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbe,umask=0xd/",,WR_CAS Access to Rank 6; Bank 13. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 13
unc_m_wr_cas_rank6.bank14,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbe,umask=0xe/",,WR_CAS Access to Rank 6; Bank 14. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 14
unc_m_wr_cas_rank6.bank15,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbe,umask=0xf/",,WR_CAS Access to Rank 6; Bank 15. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 15
unc_m_wr_cas_rank6.bank2,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbe,umask=0x2/",,WR_CAS Access to Rank 6; Bank 2. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 2
unc_m_wr_cas_rank6.bank3,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbe,umask=0x3/",,WR_CAS Access to Rank 6; Bank 3. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 3
unc_m_wr_cas_rank6.bank4,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbe,umask=0x4/",,WR_CAS Access to Rank 6; Bank 4. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 4
unc_m_wr_cas_rank6.bank5,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbe,umask=0x5/",,WR_CAS Access to Rank 6; Bank 5. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 5
unc_m_wr_cas_rank6.bank6,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbe,umask=0x6/",,WR_CAS Access to Rank 6; Bank 6. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 6
unc_m_wr_cas_rank6.bank7,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbe,umask=0x7/",,WR_CAS Access to Rank 6; Bank 7. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 7
unc_m_wr_cas_rank6.bank8,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbe,umask=0x8/",,WR_CAS Access to Rank 6; Bank 8. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 8
unc_m_wr_cas_rank6.bank9,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbe,umask=0x9/",,WR_CAS Access to Rank 6; Bank 9. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 9
unc_m_wr_cas_rank6.bankg0,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbe,umask=0x11/",,WR_CAS Access to Rank 6; Bank Group 0 (Banks 0-3). Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank Group 0 (Banks 0-3)
unc_m_wr_cas_rank6.bankg1,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbe,umask=0x12/",,WR_CAS Access to Rank 6; Bank Group 1 (Banks 4-7). Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank Group 1 (Banks 4-7)
unc_m_wr_cas_rank6.bankg2,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbe,umask=0x13/",,WR_CAS Access to Rank 6; Bank Group 2 (Banks 8-11). Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank Group 2 (Banks 8-11)
unc_m_wr_cas_rank6.bankg3,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbe,umask=0x14/",,WR_CAS Access to Rank 6; Bank Group 3 (Banks 12-15). Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank Group 3 (Banks 12-15)
unc_m_wr_cas_rank7.allbanks,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbf,umask=0x10/",,WR_CAS Access to Rank 7; All Banks. Unit: uncore_imc ,WR_CAS Access to Rank 0 : All Banks
unc_m_wr_cas_rank7.bank0,,Kernel PMU event,uncore_imc,uncore memory,uncore_imc/event=0xbf/,,WR_CAS Access to Rank 7; Bank 0. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 0
unc_m_wr_cas_rank7.bank1,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbf,umask=0x1/",,WR_CAS Access to Rank 7; Bank 1. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 1
unc_m_wr_cas_rank7.bank10,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbf,umask=0xa/",,WR_CAS Access to Rank 7; Bank 10. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 10
unc_m_wr_cas_rank7.bank11,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbf,umask=0xb/",,WR_CAS Access to Rank 7; Bank 11. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 11
unc_m_wr_cas_rank7.bank12,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbf,umask=0xc/",,WR_CAS Access to Rank 7; Bank 12. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 12
unc_m_wr_cas_rank7.bank13,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbf,umask=0xd/",,WR_CAS Access to Rank 7; Bank 13. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 13
unc_m_wr_cas_rank7.bank14,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbf,umask=0xe/",,WR_CAS Access to Rank 7; Bank 14. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 14
unc_m_wr_cas_rank7.bank15,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbf,umask=0xf/",,WR_CAS Access to Rank 7; Bank 15. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 15
unc_m_wr_cas_rank7.bank2,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbf,umask=0x2/",,WR_CAS Access to Rank 7; Bank 2. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 2
unc_m_wr_cas_rank7.bank3,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbf,umask=0x3/",,WR_CAS Access to Rank 7; Bank 3. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 3
unc_m_wr_cas_rank7.bank4,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbf,umask=0x4/",,WR_CAS Access to Rank 7; Bank 4. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 4
unc_m_wr_cas_rank7.bank5,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbf,umask=0x5/",,WR_CAS Access to Rank 7; Bank 5. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 5
unc_m_wr_cas_rank7.bank6,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbf,umask=0x6/",,WR_CAS Access to Rank 7; Bank 6. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 6
unc_m_wr_cas_rank7.bank7,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbf,umask=0x7/",,WR_CAS Access to Rank 7; Bank 7. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 7
unc_m_wr_cas_rank7.bank8,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbf,umask=0x8/",,WR_CAS Access to Rank 7; Bank 8. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 8
unc_m_wr_cas_rank7.bank9,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbf,umask=0x9/",,WR_CAS Access to Rank 7; Bank 9. Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank 9
unc_m_wr_cas_rank7.bankg0,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbf,umask=0x11/",,WR_CAS Access to Rank 7; Bank Group 0 (Banks 0-3). Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank Group 0 (Banks 0-3)
unc_m_wr_cas_rank7.bankg1,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbf,umask=0x12/",,WR_CAS Access to Rank 7; Bank Group 1 (Banks 4-7). Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank Group 1 (Banks 4-7)
unc_m_wr_cas_rank7.bankg2,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbf,umask=0x13/",,WR_CAS Access to Rank 7; Bank Group 2 (Banks 8-11). Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank Group 2 (Banks 8-11)
unc_m_wr_cas_rank7.bankg3,,Kernel PMU event,uncore_imc,uncore memory,"uncore_imc/event=0xbf,umask=0x14/",,WR_CAS Access to Rank 7; Bank Group 3 (Banks 12-15). Unit: uncore_imc ,WR_CAS Access to Rank 0 : Bank Group 3 (Banks 12-15)
unc_m_wrong_mm,,Kernel PMU event,uncore_imc,uncore memory,uncore_imc/event=0xc1/,,Not getting the requested Major Mode. Unit: uncore_imc ,Not getting the requested Major Mode. Unit: uncore_imc 
unc_p_clockticks,,Kernel PMU event,uncore_pcu,uncore power,uncore_pcu/event=0/,,pclk Cycles. Unit: uncore_pcu ,"The PCU runs off a fixed 800 MHz clock.  This event counts the number of pclk cycles measured while the counter was enabled.  The pclk, like the Memory Controller's dclk, counts at a constant rate making it a good measure of actual wall time"
unc_p_core0_transition_cycles,,Kernel PMU event,uncore_pcu,uncore power,uncore_pcu/event=0x60/,,Core C State Transition Cycles. Unit: uncore_pcu ,Number of cycles spent performing core C state transitions.  There is one event per core
unc_p_core10_transition_cycles,,Kernel PMU event,uncore_pcu,uncore power,uncore_pcu/event=0x6a/,,Core C State Transition Cycles. Unit: uncore_pcu ,Number of cycles spent performing core C state transitions.  There is one event per core
unc_p_core11_transition_cycles,,Kernel PMU event,uncore_pcu,uncore power,uncore_pcu/event=0x6b/,,Core C State Transition Cycles. Unit: uncore_pcu ,Number of cycles spent performing core C state transitions.  There is one event per core
unc_p_core12_transition_cycles,,Kernel PMU event,uncore_pcu,uncore power,uncore_pcu/event=0x6c/,,Core C State Transition Cycles. Unit: uncore_pcu ,Number of cycles spent performing core C state transitions.  There is one event per core
